sort column,total_samples,dataset,subset,transform,orientation,channel,group,kstest_stat_best,kstest_stat_cutoff_0.05,pass,beat_all_priors,failure_category,failure_type,which_ones,github_plot
358,162816,pastis,full,wavelet,diagonal,blue,7,0.005363044808,0.001064243435,FALSE,1,practically_pass,pass,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/diagonal/blue/plots/compare_cdf_pdf_layer_7.jpg
359,651264,pastis,full,wavelet,diagonal,blue,8,0.004424251056,0.0005321473297,FALSE,1,practically_pass,pass,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/diagonal/blue/plots/compare_cdf_pdf_layer_8.jpg
360,159,pastis,full,wavelet,diagonal,gray,2,0.01197866306,0.03395240646,TRUE,1,actually_pass,pass,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/diagonal/gray/plots/compare_cdf_pdf_layer_2.jpg
361,636,pastis,full,wavelet,diagonal,gray,3,0.008148137642,0.01700309781,TRUE,1,actually_pass,pass,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/diagonal/gray/plots/compare_cdf_pdf_layer_3.jpg
362,2544,pastis,full,wavelet,diagonal,gray,4,0.002743352654,0.008508186648,TRUE,1,actually_pass,pass,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/diagonal/gray/plots/compare_cdf_pdf_layer_4.jpg
363,10176,pastis,full,wavelet,diagonal,gray,5,0.001753397059,0.004255741977,TRUE,1,actually_pass,pass,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/diagonal/gray/plots/compare_cdf_pdf_layer_5.jpg
364,40704,pastis,full,wavelet,diagonal,gray,6,0.003864510589,0.002128281801,FALSE,1,practically_pass,pass,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/diagonal/gray/plots/compare_cdf_pdf_layer_6.jpg
365,162816,pastis,full,wavelet,diagonal,gray,7,0.004638496532,0.001064243435,FALSE,1,practically_pass,pass,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/diagonal/gray/plots/compare_cdf_pdf_layer_7.jpg
366,651264,pastis,full,wavelet,diagonal,gray,8,0.004464279321,0.0005321473297,FALSE,1,practically_pass,pass,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/diagonal/gray/plots/compare_cdf_pdf_layer_8.jpg
367,159,pastis,full,wavelet,diagonal,green,2,0.01186942936,0.03395240646,TRUE,1,actually_pass,pass,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/diagonal/green/plots/compare_cdf_pdf_layer_2.jpg
368,636,pastis,full,wavelet,diagonal,green,3,0.007931352457,0.01700309781,TRUE,1,actually_pass,pass,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/diagonal/green/plots/compare_cdf_pdf_layer_3.jpg
369,2544,pastis,full,wavelet,diagonal,green,4,0.002828490201,0.008508186648,TRUE,1,actually_pass,pass,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/diagonal/green/plots/compare_cdf_pdf_layer_4.jpg
370,10176,pastis,full,wavelet,diagonal,green,5,0.001606402431,0.004255741977,TRUE,1,actually_pass,pass,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/diagonal/green/plots/compare_cdf_pdf_layer_5.jpg
371,40704,pastis,full,wavelet,diagonal,green,6,0.003945397922,0.002128281801,FALSE,1,practically_pass,pass,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/diagonal/green/plots/compare_cdf_pdf_layer_6.jpg
372,162816,pastis,full,wavelet,diagonal,green,7,0.004734722826,0.001064243435,FALSE,1,practically_pass,pass,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/diagonal/green/plots/compare_cdf_pdf_layer_7.jpg
373,651264,pastis,full,wavelet,diagonal,green,8,0.003998357919,0.0005321473297,FALSE,1,practically_pass,pass,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/diagonal/green/plots/compare_cdf_pdf_layer_8.jpg
374,159,pastis,full,wavelet,diagonal,red,2,0.008935537627,0.03395240646,TRUE,1,actually_pass,pass,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/diagonal/red/plots/compare_cdf_pdf_layer_2.jpg
375,636,pastis,full,wavelet,diagonal,red,3,0.008747572222,0.01700309781,TRUE,1,actually_pass,pass,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/diagonal/red/plots/compare_cdf_pdf_layer_3.jpg
376,2544,pastis,full,wavelet,diagonal,red,4,0.00259394525,0.008508186648,TRUE,1,actually_pass,pass,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/diagonal/red/plots/compare_cdf_pdf_layer_4.jpg
377,10176,pastis,full,wavelet,diagonal,red,5,0.001581215957,0.004255741977,TRUE,1,actually_pass,pass,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/diagonal/red/plots/compare_cdf_pdf_layer_5.jpg
378,40704,pastis,full,wavelet,diagonal,red,6,0.00337075072,0.002128281801,FALSE,1,practically_pass,pass,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/diagonal/red/plots/compare_cdf_pdf_layer_6.jpg
379,162816,pastis,full,wavelet,diagonal,red,7,0.004022230491,0.001064243435,FALSE,1,practically_pass,pass,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/diagonal/red/plots/compare_cdf_pdf_layer_7.jpg
380,651264,pastis,full,wavelet,diagonal,red,8,0.003352094157,0.0005321473297,FALSE,1,practically_pass,pass,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/diagonal/red/plots/compare_cdf_pdf_layer_8.jpg
381,318,pastis,full,wavelet,horizVert,blue,2,0.01666356867,0.02403033548,TRUE,1,actually_pass,pass,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/horizVert/blue/plots/compare_cdf_pdf_layer_2.jpg
382,1272,pastis,full,wavelet,horizVert,blue,3,0.004179753733,0.01202851451,TRUE,1,actually_pass,pass,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/horizVert/blue/plots/compare_cdf_pdf_layer_3.jpg
383,5088,pastis,full,wavelet,horizVert,blue,4,0.004832482348,0.006017563498,TRUE,1,actually_pass,pass,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/horizVert/blue/plots/compare_cdf_pdf_layer_4.jpg
384,20352,pastis,full,wavelet,horizVert,blue,5,0.002167470144,0.003009604494,TRUE,1,actually_pass,pass,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/horizVert/blue/plots/compare_cdf_pdf_layer_5.jpg
385,81408,pastis,full,wavelet,horizVert,blue,6,0.003231792266,0.001505007455,FALSE,1,practically_pass,pass,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/horizVert/blue/plots/compare_cdf_pdf_layer_6.jpg
386,325632,pastis,full,wavelet,horizVert,blue,7,0.004664902551,0.0007525549699,FALSE,1,practically_pass,pass,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/horizVert/blue/plots/compare_cdf_pdf_layer_7.jpg
387,1302528,pastis,full,wavelet,horizVert,blue,8,0.005697776332,0.0003762902881,FALSE,1,practically_pass,pass,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/horizVert/blue/plots/compare_cdf_pdf_layer_8.jpg
388,318,pastis,full,wavelet,horizVert,gray,2,0.01826404387,0.02403033548,TRUE,1,actually_pass,pass,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/horizVert/gray/plots/compare_cdf_pdf_layer_2.jpg
389,1272,pastis,full,wavelet,horizVert,gray,3,0.004540300106,0.01202851451,TRUE,1,actually_pass,pass,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/horizVert/gray/plots/compare_cdf_pdf_layer_3.jpg
390,5088,pastis,full,wavelet,horizVert,gray,4,0.004827851107,0.006017563498,TRUE,1,actually_pass,pass,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/horizVert/gray/plots/compare_cdf_pdf_layer_4.jpg
391,20352,pastis,full,wavelet,horizVert,gray,5,0.001980108019,0.003009604494,TRUE,1,actually_pass,pass,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/horizVert/gray/plots/compare_cdf_pdf_layer_5.jpg
392,81408,pastis,full,wavelet,horizVert,gray,6,0.003408966252,0.001505007455,FALSE,1,practically_pass,pass,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/horizVert/gray/plots/compare_cdf_pdf_layer_6.jpg
393,325632,pastis,full,wavelet,horizVert,gray,7,0.00481748882,0.0007525549699,FALSE,1,practically_pass,pass,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/horizVert/gray/plots/compare_cdf_pdf_layer_7.jpg
394,1302528,pastis,full,wavelet,horizVert,gray,8,0.006385498271,0.0003762902881,FALSE,1,practically_pass,pass,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/horizVert/gray/plots/compare_cdf_pdf_layer_8.jpg
395,318,pastis,full,wavelet,horizVert,green,2,0.01745327584,0.02403033548,TRUE,1,actually_pass,pass,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/horizVert/green/plots/compare_cdf_pdf_layer_2.jpg
396,1272,pastis,full,wavelet,horizVert,green,3,0.005003554933,0.01202851451,TRUE,1,actually_pass,pass,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/horizVert/green/plots/compare_cdf_pdf_layer_3.jpg
397,5088,pastis,full,wavelet,horizVert,green,4,0.005033186981,0.006017563498,TRUE,1,actually_pass,pass,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/horizVert/green/plots/compare_cdf_pdf_layer_4.jpg
398,20352,pastis,full,wavelet,horizVert,green,5,0.001941308824,0.003009604494,TRUE,1,actually_pass,pass,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/horizVert/green/plots/compare_cdf_pdf_layer_5.jpg
399,81408,pastis,full,wavelet,horizVert,green,6,0.003024007029,0.001505007455,FALSE,1,practically_pass,pass,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/horizVert/green/plots/compare_cdf_pdf_layer_6.jpg
400,325632,pastis,full,wavelet,horizVert,green,7,0.004926787758,0.0007525549699,FALSE,1,practically_pass,pass,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/horizVert/green/plots/compare_cdf_pdf_layer_7.jpg
401,1302528,pastis,full,wavelet,horizVert,green,8,0.005977623713,0.0003762902881,FALSE,1,practically_pass,pass,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/horizVert/green/plots/compare_cdf_pdf_layer_8.jpg
402,318,pastis,full,wavelet,horizVert,red,2,0.01960099603,0.02403033548,TRUE,0,actually_pass,pass,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/horizVert/red/plots/compare_cdf_pdf_layer_2.jpg
403,1272,pastis,full,wavelet,horizVert,red,3,0.003042048728,0.01202851451,TRUE,1,actually_pass,pass,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/horizVert/red/plots/compare_cdf_pdf_layer_3.jpg
404,5088,pastis,full,wavelet,horizVert,red,4,0.005463061686,0.006017563498,TRUE,1,actually_pass,pass,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/horizVert/red/plots/compare_cdf_pdf_layer_4.jpg
405,20352,pastis,full,wavelet,horizVert,red,5,0.001755757328,0.003009604494,TRUE,1,actually_pass,pass,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/horizVert/red/plots/compare_cdf_pdf_layer_5.jpg
406,81408,pastis,full,wavelet,horizVert,red,6,0.002680371136,0.001505007455,FALSE,1,practically_pass,pass,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/horizVert/red/plots/compare_cdf_pdf_layer_6.jpg
407,325632,pastis,full,wavelet,horizVert,red,7,0.003737423157,0.0007525549699,FALSE,1,practically_pass,pass,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/horizVert/red/plots/compare_cdf_pdf_layer_7.jpg
408,1302528,pastis,full,wavelet,horizVert,red,8,0.004935337319,0.0003762902881,FALSE,1,practically_pass,pass,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/horizVert/red/plots/compare_cdf_pdf_layer_8.jpg
409,707,segmentAnything,full,wavelet,diagonal,blue,2,0.005555678458,0.01612577751,TRUE,1,actually_pass,pass,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/segmentAnything/full/wavelet/diagonal/blue/plots/compare_cdf_pdf_layer_2.jpg
410,2828,segmentAnything,full,wavelet,diagonal,blue,3,0.002939716112,0.008068854212,TRUE,1,actually_pass,pass,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/segmentAnything/full/wavelet/diagonal/blue/plots/compare_cdf_pdf_layer_3.jpg
411,11315,segmentAnything,full,wavelet,diagonal,blue,4,0.003327614864,0.004035909273,TRUE,1,actually_pass,pass,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/segmentAnything/full/wavelet/diagonal/blue/plots/compare_cdf_pdf_layer_4.jpg
412,45260,segmentAnything,full,wavelet,diagonal,blue,5,0.002401438404,0.002018324026,FALSE,1,practically_pass,pass,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/segmentAnything/full/wavelet/diagonal/blue/plots/compare_cdf_pdf_layer_5.jpg
413,181043,segmentAnything,full,wavelet,diagonal,blue,6,0.002777323633,0.001009254216,FALSE,1,practically_pass,pass,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/segmentAnything/full/wavelet/diagonal/blue/plots/compare_cdf_pdf_layer_6.jpg
414,724172,segmentAnything,full,wavelet,diagonal,blue,7,0.002258718035,0.0005046501409,FALSE,1,practically_pass,pass,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/segmentAnything/full/wavelet/diagonal/blue/plots/compare_cdf_pdf_layer_7.jpg
415,2896691,segmentAnything,full,wavelet,diagonal,blue,8,0.003921159487,0.0002523308264,FALSE,1,practically_pass,pass,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/segmentAnything/full/wavelet/diagonal/blue/plots/compare_cdf_pdf_layer_8.jpg
416,11586764,segmentAnything,full,wavelet,diagonal,blue,9,0.003574799952,0.0001261668519,FALSE,1,practically_pass,pass,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/segmentAnything/full/wavelet/diagonal/blue/plots/compare_cdf_pdf_layer_9.jpg
417,46347059,segmentAnything,full,wavelet,diagonal,blue,10,0.001212757963,6.31E-05,FALSE,1,practically_pass,pass,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/segmentAnything/full/wavelet/diagonal/blue/plots/compare_cdf_pdf_layer_10.jpg
418,707,segmentAnything,full,wavelet,diagonal,gray,2,0.00833910546,0.01612577751,TRUE,1,actually_pass,pass,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/segmentAnything/full/wavelet/diagonal/gray/plots/compare_cdf_pdf_layer_2.jpg
419,2828,segmentAnything,full,wavelet,diagonal,gray,3,0.003693396802,0.008068854212,TRUE,1,actually_pass,pass,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/segmentAnything/full/wavelet/diagonal/gray/plots/compare_cdf_pdf_layer_3.jpg
420,11315,segmentAnything,full,wavelet,diagonal,gray,4,0.003282760722,0.004035909273,TRUE,1,actually_pass,pass,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/segmentAnything/full/wavelet/diagonal/gray/plots/compare_cdf_pdf_layer_4.jpg
421,45260,segmentAnything,full,wavelet,diagonal,gray,5,0.001430056473,0.002018324026,TRUE,1,actually_pass,pass,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/segmentAnything/full/wavelet/diagonal/gray/plots/compare_cdf_pdf_layer_5.jpg
422,181043,segmentAnything,full,wavelet,diagonal,gray,6,0.001603158462,0.001009254216,FALSE,1,practically_pass,pass,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/segmentAnything/full/wavelet/diagonal/gray/plots/compare_cdf_pdf_layer_6.jpg
423,724172,segmentAnything,full,wavelet,diagonal,gray,7,0.002549612164,0.0005046501409,FALSE,1,practically_pass,pass,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/segmentAnything/full/wavelet/diagonal/gray/plots/compare_cdf_pdf_layer_7.jpg
424,2896691,segmentAnything,full,wavelet,diagonal,gray,8,0.004055178444,0.0002523308264,FALSE,1,practically_pass,pass,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/segmentAnything/full/wavelet/diagonal/gray/plots/compare_cdf_pdf_layer_8.jpg
425,11586764,segmentAnything,full,wavelet,diagonal,gray,9,0.003948890754,0.0001261668519,FALSE,1,practically_pass,pass,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/segmentAnything/full/wavelet/diagonal/gray/plots/compare_cdf_pdf_layer_9.jpg
426,46347059,segmentAnything,full,wavelet,diagonal,gray,10,0.001509167371,6.31E-05,FALSE,1,practically_pass,pass,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/segmentAnything/full/wavelet/diagonal/gray/plots/compare_cdf_pdf_layer_10.jpg
427,707,segmentAnything,full,wavelet,diagonal,green,2,0.007443810239,0.01612577751,TRUE,1,actually_pass,pass,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/segmentAnything/full/wavelet/diagonal/green/plots/compare_cdf_pdf_layer_2.jpg
428,2828,segmentAnything,full,wavelet,diagonal,green,3,0.002789578862,0.008068854212,TRUE,1,actually_pass,pass,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/segmentAnything/full/wavelet/diagonal/green/plots/compare_cdf_pdf_layer_3.jpg
429,11315,segmentAnything,full,wavelet,diagonal,green,4,0.002969299092,0.004035909273,TRUE,1,actually_pass,pass,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/segmentAnything/full/wavelet/diagonal/green/plots/compare_cdf_pdf_layer_4.jpg
430,45260,segmentAnything,full,wavelet,diagonal,green,5,0.001770412467,0.002018324026,TRUE,1,actually_pass,pass,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/segmentAnything/full/wavelet/diagonal/green/plots/compare_cdf_pdf_layer_5.jpg
431,181043,segmentAnything,full,wavelet,diagonal,green,6,0.001941433236,0.001009254216,FALSE,1,practically_pass,pass,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/segmentAnything/full/wavelet/diagonal/green/plots/compare_cdf_pdf_layer_6.jpg
432,724172,segmentAnything,full,wavelet,diagonal,green,7,0.003127052321,0.0005046501409,FALSE,1,practically_pass,pass,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/segmentAnything/full/wavelet/diagonal/green/plots/compare_cdf_pdf_layer_7.jpg
433,2896691,segmentAnything,full,wavelet,diagonal,green,8,0.003885218029,0.0002523308264,FALSE,1,practically_pass,pass,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/segmentAnything/full/wavelet/diagonal/green/plots/compare_cdf_pdf_layer_8.jpg
434,11586764,segmentAnything,full,wavelet,diagonal,green,9,0.003990211364,0.0001261668519,FALSE,1,practically_pass,pass,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/segmentAnything/full/wavelet/diagonal/green/plots/compare_cdf_pdf_layer_9.jpg
435,46347059,segmentAnything,full,wavelet,diagonal,green,10,0.001623084335,6.31E-05,FALSE,1,practically_pass,pass,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/segmentAnything/full/wavelet/diagonal/green/plots/compare_cdf_pdf_layer_10.jpg
436,707,segmentAnything,full,wavelet,diagonal,red,2,0.007209118457,0.01612577751,TRUE,1,actually_pass,pass,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/segmentAnything/full/wavelet/diagonal/red/plots/compare_cdf_pdf_layer_2.jpg
437,2828,segmentAnything,full,wavelet,diagonal,red,3,0.003718546264,0.008068854212,TRUE,1,actually_pass,pass,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/segmentAnything/full/wavelet/diagonal/red/plots/compare_cdf_pdf_layer_3.jpg
438,11315,segmentAnything,full,wavelet,diagonal,red,4,0.003671499812,0.004035909273,TRUE,1,actually_pass,pass,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/segmentAnything/full/wavelet/diagonal/red/plots/compare_cdf_pdf_layer_4.jpg
439,45260,segmentAnything,full,wavelet,diagonal,red,5,0.002040719938,0.002018324026,FALSE,1,actually_pass,pass,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/segmentAnything/full/wavelet/diagonal/red/plots/compare_cdf_pdf_layer_5.jpg
440,181043,segmentAnything,full,wavelet,diagonal,red,6,0.002437223182,0.001009254216,FALSE,1,practically_pass,pass,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/segmentAnything/full/wavelet/diagonal/red/plots/compare_cdf_pdf_layer_6.jpg
441,724172,segmentAnything,full,wavelet,diagonal,red,7,0.002919280032,0.0005046501409,FALSE,1,practically_pass,pass,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/segmentAnything/full/wavelet/diagonal/red/plots/compare_cdf_pdf_layer_7.jpg
442,2896691,segmentAnything,full,wavelet,diagonal,red,8,0.003375708223,0.0002523308264,FALSE,1,practically_pass,pass,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/segmentAnything/full/wavelet/diagonal/red/plots/compare_cdf_pdf_layer_8.jpg
443,11586764,segmentAnything,full,wavelet,diagonal,red,9,0.003845130468,0.0001261668519,FALSE,1,practically_pass,pass,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/segmentAnything/full/wavelet/diagonal/red/plots/compare_cdf_pdf_layer_9.jpg
444,46347059,segmentAnything,full,wavelet,diagonal,red,10,0.001651083384,6.31E-05,FALSE,1,practically_pass,pass,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/segmentAnything/full/wavelet/diagonal/red/plots/compare_cdf_pdf_layer_10.jpg
445,707,segmentAnything,full,wavelet,horizontal,blue,2,0.0493070237,0.01612577751,FALSE,0,trivial_failure,asymmetric,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/segmentAnything/full/wavelet/horizontal/blue/plots/compare_cdf_pdf_layer_2.jpg
446,2828,segmentAnything,full,wavelet,horizontal,blue,3,0.03876934055,0.008068854212,FALSE,1,trivial_failure,asymmetric,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/segmentAnything/full/wavelet/horizontal/blue/plots/compare_cdf_pdf_layer_3.jpg
447,11315,segmentAnything,full,wavelet,horizontal,blue,4,0.03078839259,0.004035909273,FALSE,1,trivial_failure,asymmetric,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/segmentAnything/full/wavelet/horizontal/blue/plots/compare_cdf_pdf_layer_4.jpg
448,45260,segmentAnything,full,wavelet,horizontal,blue,5,0.01809506802,0.002018324026,FALSE,1,trivial_failure,asymmetric,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/segmentAnything/full/wavelet/horizontal/blue/plots/compare_cdf_pdf_layer_5.jpg
449,181043,segmentAnything,full,wavelet,horizontal,blue,6,0.00909010908,0.001009254216,FALSE,1,practically_pass,pass,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/segmentAnything/full/wavelet/horizontal/blue/plots/compare_cdf_pdf_layer_6.jpg
450,724172,segmentAnything,full,wavelet,horizontal,blue,7,0.00510470637,0.0005046501409,FALSE,1,practically_pass,pass,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/segmentAnything/full/wavelet/horizontal/blue/plots/compare_cdf_pdf_layer_7.jpg
451,2896691,segmentAnything,full,wavelet,horizontal,blue,8,0.003891100839,0.0002523308264,FALSE,1,practically_pass,pass,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/segmentAnything/full/wavelet/horizontal/blue/plots/compare_cdf_pdf_layer_8.jpg
452,11586764,segmentAnything,full,wavelet,horizontal,blue,9,0.005294320368,0.0001261668519,FALSE,1,practically_pass,pass,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/segmentAnything/full/wavelet/horizontal/blue/plots/compare_cdf_pdf_layer_9.jpg
453,46347059,segmentAnything,full,wavelet,horizontal,blue,10,0.003573423847,6.31E-05,FALSE,1,practically_pass,pass,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/segmentAnything/full/wavelet/horizontal/blue/plots/compare_cdf_pdf_layer_10.jpg
454,707,segmentAnything,full,wavelet,horizontal,gray,2,0.04310525856,0.01612577751,FALSE,1,trivial_failure,asymmetric,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/segmentAnything/full/wavelet/horizontal/gray/plots/compare_cdf_pdf_layer_2.jpg
455,2828,segmentAnything,full,wavelet,horizontal,gray,3,0.03470439604,0.008068854212,FALSE,0,trivial_failure,asymmetric,,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/segmentAnything/full/wavelet/horizontal/gray/plots/compare_cdf_pdf_layer_3.jpg
