,group,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,initial_r,initial_eta,kstest_stat_initial,kstest_stat_cutoff_0.05,best_r,best_eta,kstest_stat_best,param_gaussian,kstest_stat_gaussian,kstest_pval_gaussian,param_laplace,kstest_stat_laplace,kstest_pval_laplace,param_t,kstest_stat_t,kstest_pval_t,kstest_pval_gengamma,dataset,subset,transform,orientation,channel,github_plot,dataset_type,hull,best_beta,best_1/beta,beat_all_priors,best_prior,failure_category,failure_type,which_ones,intersect_roi
580,2,995.56604,864.3545,1142.7845,2.68783,1.0282328,4.5759335,1590.0,1.4,-0.3,0.012170273372231,0.033952406456699,1.3,-0.24,0.0119786630640726,26.8985,0.0257676,0.237603,24.2049,0.0186094,0.633602,19.8499,0.0219163,0.423727,0.97443921,pastis,full,wavelet,diagonal,gray,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/diagonal/gray/plots/compare_cdf_pdf_layer_2.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E573ADAD90>,0.9692307692307692,1.0317460317460319,1,GenGamma,actually_pass,pass,None,True
581,3,299.98892,279.9848,320.88495,2.4543395,1.80492,3.1801631,6360.0,0.5,0.8,0.0084322385522534,0.0170030978131114,0.44,1.1,0.0081481376416046,14.6091,0.0257886,0.000416151,13.2053,0.0151211,0.10801,10.4904,0.0158893,0.0797392,0.78908628,pastis,full,wavelet,diagonal,gray,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/diagonal/gray/plots/compare_cdf_pdf_layer_3.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E575A68A50>,5.909090909090909,0.16923076923076924,1,GenGamma,actually_pass,pass,None,False
582,4,75.56288,71.30627,80.02605,2.9872508,2.3515553,3.8969052,25440.0,0.6,0.1,0.0028530694424134,0.008508186648128,0.52,0.3,0.0027433526539583,7.10999,0.0263757,8.29524e-16,6.25651,0.00580958,0.35568,5.08721,0.011512,0.00234002,0.99062791,pastis,full,wavelet,diagonal,gray,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/diagonal/gray/plots/compare_cdf_pdf_layer_4.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E577B83010>,3.4615384615384617,0.28888888888888886,1,GenGamma,actually_pass,pass,None,True
583,5,14.56575,13.6783,15.4911175,3.8723106,3.021069,4.95488,101760.0,0.8,-0.5,0.0026033439012236,0.0042557419768157,0.7,-0.46,0.0017533970588083,2.93029,0.0329721,1.5032799999999994e-96,2.55623,0.00529848,0.00657812,2.10348,0.00991926,3.99372e-09,0.91258164,pastis,full,wavelet,diagonal,gray,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/diagonal/gray/plots/compare_cdf_pdf_layer_5.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E577C0DD10>,1.4857142857142858,0.673076923076923,1,GenGamma,actually_pass,pass,None,True
584,6,2.5811265,2.4034922,2.7716782,5.7087784,4.3014812,8.222433,407040.0,0.5,-0.5,0.0041508979492334,0.0021282818010022,0.49,-0.5,0.0038645105893608,1.10123,0.0431564,0.0,0.962239,0.0153472,1.0428399999999996e-83,0.78001,0.0184518,8.197889999999996e-121,1.0466891e-05,pastis,full,wavelet,diagonal,gray,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/diagonal/gray/plots/compare_cdf_pdf_layer_6.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E577B82090>,2.0408163265306123,0.49,1,GenGamma,practically_pass,pass,None,True
585,7,0.43972453,0.40300635,0.48087555,9.534605,6.583607,17.6061,1628160.0,0.3,-0.3,0.0059924916647845,0.0010642434346519,0.3,-0.33,0.0046384965322496,0.398454,0.0509377,0.0,0.349619,0.0232926,0.0,0.279632,0.0239802,0.0,7.451020700000002e-31,pastis,full,wavelet,diagonal,gray,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/diagonal/gray/plots/compare_cdf_pdf_layer_7.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E57592BC10>,3.9,0.25641025641025644,1,GenGamma,practically_pass,pass,None,True
586,8,0.04458634,0.040037226,0.050722227,18.418106,8.617492,67.33668,6512640.0,0.1,2.2,0.0046132202855204,0.0005321473297298,0.11,1.9,0.0044642793213225,0.125055,0.046367,0.0,0.110061,0.0195456,0.0,0.0883502,0.017423,0.0,3.637123899999998e-113,pastis,full,wavelet,diagonal,gray,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/diagonal/gray/plots/compare_cdf_pdf_layer_8.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E575B24B90>,30.909090909090907,0.03235294117647059,1,GenGamma,practically_pass,pass,None,True
587,2,990.11633,861.92896,1131.7596,2.4438376,1.0247338,4.01803,1590.0,1.6,-0.3,0.0122034124032938,0.033952406456699,1.37,-0.2,0.0118694293594577,27.0769,0.0254454,0.250387,24.4922,0.0188433,0.617903,20.0182,0.0216332,0.440208,0.97660143,pastis,full,wavelet,diagonal,green,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/diagonal/green/plots/compare_cdf_pdf_layer_2.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E575A78B50>,0.948905109489051,1.0538461538461539,1,GenGamma,actually_pass,pass,None,True
588,3,301.2796,280.958,322.55798,2.5669336,1.8911203,3.315567,6360.0,0.3,2.3,0.0079313524570624,0.0170030978131114,0.3,2.3,0.0079313524570624,14.5994,0.025768,0.000421818,13.0999,0.0152062,0.104517,10.5189,0.0153549,0.0986385,0.81543778,pastis,full,wavelet,diagonal,green,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/diagonal/green/plots/compare_cdf_pdf_layer_3.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E575A78490>,12.666666666666666,0.07894736842105264,1,GenGamma,actually_pass,pass,None,True
589,4,75.477356,71.19657,79.96298,3.0691004,2.393951,4.0798025,25440.0,0.6,0.1,0.0030629045128119,0.008508186648128,0.55,0.2,0.0028284902005885,7.11607,0.0261667,1.45083e-15,6.25034,0.00627094,0.268658,5.07658,0.0116299,0.00203653,0.98671482,pastis,full,wavelet,diagonal,green,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/diagonal/green/plots/compare_cdf_pdf_layer_4.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E575B5BED0>,3.0909090909090904,0.32352941176470595,1,GenGamma,actually_pass,pass,None,True
590,5,14.740032,13.840556,15.680383,3.9072638,3.0336955,5.0421066,101760.0,0.6,-0.3,0.0016064024309042,0.0042557419768157,0.6,-0.3,0.0016064024309042,2.96422,0.0321387,9.456689999999992e-92,2.59126,0.00456944,0.0284569,2.13444,0.00916693,7.42697e-08,0.9550445,pastis,full,wavelet,diagonal,green,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/diagonal/green/plots/compare_cdf_pdf_layer_5.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E575A7B2D0>,2.0,0.5,1,GenGamma,actually_pass,pass,None,True
591,6,2.6784303,2.4961057,2.874468,5.563306,4.164392,8.1681185,407040.0,0.5,-0.4,0.0049947258644402,0.0021282818010022,0.5,-0.44,0.0039453979219358,1.14129,0.0415809,0.0,0.999364,0.0136114,6.19528e-66,0.812873,0.0167774,5.918509999999996e-100,6.2581658e-06,pastis,full,wavelet,diagonal,green,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/diagonal/green/plots/compare_cdf_pdf_layer_6.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E575A78790>,2.12,0.4716981132075471,1,GenGamma,practically_pass,pass,None,True
592,7,0.47023675,0.43216762,0.5126327,8.734539,6.1093807,15.380407,1628160.0,0.4,-0.5,0.0056914501369906,0.0010642434346519,0.3,-0.23,0.0047347228261184,0.427636,0.0484131,0.0,0.375367,0.0207452,0.0,0.301573,0.0214103,0.0,3.950466300000001e-32,pastis,full,wavelet,diagonal,green,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/diagonal/green/plots/compare_cdf_pdf_layer_7.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E575B5A310>,4.233333333333333,0.23622047244094488,1,GenGamma,practically_pass,pass,None,True
593,8,0.05227801,0.047053933,0.060720716,21.203135,7.482663,102.77671,6512640.0,0.1,2.8,0.0040253188800057,0.0005321473297298,0.11,2.6,0.0039983579193407,0.145058,0.041903,0.0,0.127251,0.0152459,0.0,0.102928,0.0129613,0.0,7.332513899999995e-91,pastis,full,wavelet,diagonal,green,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/diagonal/green/plots/compare_cdf_pdf_layer_8.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E575B5A790>,37.272727272727266,0.02682926829268293,1,GenGamma,practically_pass,pass,None,True
594,2,927.9389,792.32855,1083.7289,3.904776,1.4072503,6.607603,1590.0,0.8,0.0,0.0092318258413875,0.033952406456699,0.74,0.1,0.0089355376274888,25.3459,0.0267143,0.202874,22.6253,0.0145696,0.883411,18.3452,0.0204887,0.510184,0.99947935,pastis,full,wavelet,diagonal,red,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/diagonal/red/plots/compare_cdf_pdf_layer_2.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E575A7A910>,2.1621621621621623,0.46249999999999997,1,GenGamma,actually_pass,pass,None,True
595,3,270.47723,251.80055,290.129,2.782076,2.0758011,3.5526323,6360.0,0.3,1.9,0.0089990322671836,0.0170030978131114,0.34,1.5,0.0087475722216038,13.5959,0.0289553,4.57489e-05,12.1305,0.0138537,0.172383,9.91003,0.0148229,0.121018,0.71174751,pastis,full,wavelet,diagonal,red,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/diagonal/red/plots/compare_cdf_pdf_layer_3.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E575A7B450>,8.823529411764705,0.11333333333333334,1,GenGamma,actually_pass,pass,None,False
596,4,69.6057,65.52072,73.8602,3.3958979,2.704657,4.2734222,25440.0,0.6,-0.1,0.0025983940331882,0.008508186648128,0.6,-0.09,0.0025939452503034,6.62069,0.0287494,1.0612000000000002e-18,5.83829,0.00452566,0.672885,4.77493,0.010433,0.00781231,0.99535637,pastis,full,wavelet,diagonal,red,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/diagonal/red/plots/compare_cdf_pdf_layer_4.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E575A7B6D0>,2.35,0.425531914893617,1,GenGamma,actually_pass,pass,None,True
597,5,13.441275,12.588624,14.331417,4.38731,3.4295528,5.607724,101760.0,0.9,-0.7,0.0027107075894085,0.0042557419768157,0.7,-0.57,0.0015812159569613,2.71783,0.0360952,1.2602899999999996e-115,2.37899,0.00821764,2.13695e-06,1.94893,0.0126132,1.71821e-14,0.96070638,pastis,full,wavelet,diagonal,red,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/diagonal/red/plots/compare_cdf_pdf_layer_5.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E575A7A6D0>,1.3285714285714287,0.7526881720430106,1,GenGamma,actually_pass,pass,None,True
598,6,2.3814104,2.2093477,2.5662773,6.4829283,4.893574,8.938106,407040.0,0.5,-0.6,0.0036953213655231,0.0021282818010022,0.49,-0.6,0.0033707507203704,1.01811,0.0456493,0.0,0.890752,0.0179064,8.427679999999995e-114,0.717497,0.0202882,5.7101099999999975e-146,0.00019187565,pastis,full,wavelet,diagonal,red,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/diagonal/red/plots/compare_cdf_pdf_layer_6.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E575B27450>,1.836734693877551,0.5444444444444444,1,GenGamma,practically_pass,pass,None,True
599,7,0.419883,0.3820622,0.463242,11.642107,7.686741,22.763344,1628160.0,0.2,0.3,0.0050517929251497,0.0010642434346519,0.17,0.6,0.0040222304913826,0.384824,0.0484587,0.0,0.338798,0.0212193,0.0,0.270808,0.0201866,0.0,2.6328760000000007e-23,pastis,full,wavelet,diagonal,red,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/diagonal/red/plots/compare_cdf_pdf_layer_7.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E575A6BD90>,12.352941176470589,0.08095238095238094,1,GenGamma,practically_pass,pass,None,True
600,8,0.050453212,0.045020945,0.057655197,20.553545,9.427677,68.694984,6512640.0,0.1,3.3,0.0033520941567733,0.0005321473297298,0.1,3.3,0.0033520941567733,0.141191,0.0379025,0.0,0.124238,0.0128235,0.0,0.0997752,0.00868996,0.0,5.459409999999999e-64,pastis,full,wavelet,diagonal,red,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/diagonal/red/plots/compare_cdf_pdf_layer_8.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E575B32990>,47.99999999999999,0.020833333333333336,1,GenGamma,practically_pass,pass,None,True
601,2,2835.8254,2581.759,3105.6416,2.1255531,1.3223112,3.054123,3180.0,0.2,5.1,0.016854802869844,0.0240303354829301,0.19,5.4,0.0166635686657633,45.3192,0.0295621,0.0075563,42.1334,0.0233507,0.0613935,34.4248,0.0210238,0.118567,0.33661981,pastis,full,wavelet,horizVert,blue,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/horizVert/blue/plots/compare_cdf_pdf_layer_2.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E575B6AE50>,36.31578947368421,0.02753623188405797,1,GenGamma,actually_pass,pass,None,True
602,3,960.8778,913.51196,1010.5498,1.9211588,1.5037087,2.410838,12720.0,0.6,0.6,0.0044464315325425,0.0120285145061138,0.67,0.4,0.0041797537334298,26.6513,0.0239266,9.29748e-07,23.5041,0.0111277,0.0850508,19.0804,0.0152005,0.00554294,0.97870716,pastis,full,wavelet,horizVert,blue,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/horizVert/blue/plots/compare_cdf_pdf_layer_3.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E575B6B9D0>,2.835820895522388,0.35263157894736846,1,GenGamma,actually_pass,pass,None,True
603,4,272.2199,257.16483,287.636,2.6850724,2.1671453,3.3682249,50880.0,0.8,-0.3,0.0049074547031137,0.0060175634983601,0.88,-0.4,0.0048324823481765,13.2851,0.0309384,9.58564e-43,11.7698,0.00528487,0.116168,9.50729,0.01106,7.79397e-06,0.18502581,pastis,full,wavelet,horizVert,blue,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/horizVert/blue/plots/compare_cdf_pdf_layer_4.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E575B32610>,1.25,0.8,1,GenGamma,actually_pass,pass,None,True
604,5,62.487495,58.592915,66.50991,4.1418247,3.3653462,5.1499014,203520.0,0.6,-0.5,0.0023751951160227,0.0030096044936828,0.68,-0.6,0.002167470143682,5.80909,0.0375155,2.61131e-249,5.08934,0.0097139,4.14383e-17,4.1246,0.013334,7.34703e-32,0.29412276,pastis,full,wavelet,horizVert,blue,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/horizVert/blue/plots/compare_cdf_pdf_layer_5.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E575B6BF90>,1.3235294117647058,0.7555555555555555,1,GenGamma,actually_pass,pass,None,True
605,6,11.940125,11.069906,12.845367,6.1361427,4.9532576,7.771889,814080.0,0.4,-0.5,0.0038173919802727,0.0015050074551751,0.46,-0.6,0.0032317922656623,2.22299,0.0471864,0.0,1.94307,0.0196869,1.6513799999999994e-274,1.55297,0.0218914,0.0,8.2182063e-08,pastis,full,wavelet,horizVert,blue,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/horizVert/blue/plots/compare_cdf_pdf_layer_6.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E575B30190>,1.9565217391304348,0.5111111111111111,1,GenGamma,practically_pass,pass,None,True
606,7,2.0665524,1.8996308,2.2429564,8.494821,6.8026047,11.325263,3256320.0,0.3,-0.5,0.0062978892701534,0.0007525549699048,0.3,-0.47,0.0046649025508049,0.813824,0.0543458,0.0,0.715003,0.0270099,0.0,0.568224,0.0271102,0.0,5.6220547e-62,pastis,full,wavelet,horizVert,blue,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/horizVert/blue/plots/compare_cdf_pdf_layer_7.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E575B87E10>,3.4333333333333336,0.2912621359223301,1,GenGamma,practically_pass,pass,None,True
607,8,0.29501566,0.2688122,0.32427412,11.302633,8.270649,20.854568,13025280.0,0.2,0.0,0.0066566949052839,0.0003762902880576,0.17,0.2,0.0056977763315073,0.289022,0.0551808,0.0,0.255115,0.0283529,0.0,0.202337,0.0261752,0.0,0.0,pastis,full,wavelet,horizVert,blue,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/horizVert/blue/plots/compare_cdf_pdf_layer_8.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E575A698D0>,9.999999999999998,0.10000000000000002,1,GenGamma,practically_pass,pass,None,True
608,2,2115.98,1901.7118,2349.228,3.4033833,1.9920577,4.9680963,3180.0,0.2,3.8,0.0182640438664424,0.0240303354829301,0.2,3.8,0.0182640438664424,37.2032,0.0325222,0.00234239,34.6384,0.0244305,0.0441857,28.8373,0.0185131,0.223042,0.23639864,pastis,full,wavelet,horizVert,gray,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/horizVert/gray/plots/compare_cdf_pdf_layer_2.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E575B322D0>,26.499999999999996,0.03773584905660378,1,GenGamma,actually_pass,pass,None,True
609,3,673.21747,635.6923,712.8687,3.037643,2.2851176,3.9230359,12720.0,0.3,2.1,0.0045403001056817,0.0120285145061138,0.3,2.1,0.0045403001056817,21.8536,0.0248807,2.84098e-07,19.1036,0.0106381,0.111563,15.3231,0.0126463,0.0339131,0.95462099,pastis,full,wavelet,horizVert,gray,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/horizVert/gray/plots/compare_cdf_pdf_layer_3.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E575B309D0>,12.0,0.08333333333333333,1,GenGamma,actually_pass,pass,None,True
610,4,188.34312,177.02032,200.11723,3.6323195,2.8535008,4.629042,50880.0,0.6,-0.1,0.0050561591349156,0.0060175634983601,0.49,0.1,0.0048278511065581,10.7446,0.0319073,1.94606e-45,9.4539,0.00636213,0.0323861,7.72638,0.00924792,0.000330115,0.18586864,pastis,full,wavelet,horizVert,gray,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/horizVert/gray/plots/compare_cdf_pdf_layer_4.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E575B31A10>,3.2653061224489797,0.30624999999999997,1,GenGamma,actually_pass,pass,None,True
611,5,43.649445,40.704983,46.74766,5.291733,4.1454306,6.7361245,203520.0,0.4,-0.1,0.0019801080188628,0.0030096044936828,0.4,-0.1,0.0019801080188628,4.7891,0.0365956,2.9929e-237,4.20104,0.00907426,5.52195e-15,3.40578,0.011863,2.6250100000000004e-25,0.40154496,pastis,full,wavelet,horizVert,gray,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/horizVert/gray/plots/compare_cdf_pdf_layer_5.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E575B5AD10>,3.4999999999999996,0.28571428571428575,1,GenGamma,actually_pass,pass,None,True
612,6,8.706341,8.027619,9.425082,7.502429,5.6327186,10.357133,814080.0,0.4,-0.4,0.0038925378140765,0.0015050074551751,0.39,-0.4,0.0034089662524365,1.90044,0.0453036,0.0,1.66685,0.017626,3.9959899999999985e-220,1.33996,0.0195609,5.191029999999998e-271,1.2099528e-08,pastis,full,wavelet,horizVert,gray,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/horizVert/gray/plots/compare_cdf_pdf_layer_6.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E575A50E50>,2.8205128205128207,0.3545454545454545,1,GenGamma,practically_pass,pass,None,True
613,7,1.6204807,1.4816421,1.770143,10.01849,7.480563,14.607306,3256320.0,0.3,-0.4,0.0055066574241744,0.0007525549699048,0.23,-0.1,0.0048174888198818,0.723649,0.0532478,0.0,0.634893,0.0257581,0.0,0.505936,0.0261804,0.0,4.544462999999999e-66,pastis,full,wavelet,horizVert,gray,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/horizVert/gray/plots/compare_cdf_pdf_layer_7.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E575B335D0>,6.08695652173913,0.1642857142857143,1,GenGamma,practically_pass,pass,None,True
614,8,0.25356194,0.22936961,0.28192884,13.938591,9.163198,30.660614,13025280.0,0.2,0.0,0.0064738592676669,0.0003762902880576,0.16,0.4,0.0063854982708128,0.266859,0.0551188,0.0,0.235386,0.0281259,0.0,0.186699,0.0264726,0.0,0.0,pastis,full,wavelet,horizVert,gray,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/horizVert/gray/plots/compare_cdf_pdf_layer_8.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E575B31B50>,11.875,0.08421052631578947,1,GenGamma,practically_pass,pass,None,True
615,2,2155.274,1938.4677,2391.563,3.322904,1.9738137,4.840138,3180.0,0.1,9.0,0.017453275837908,0.0240303354829301,0.1,9.0,0.017453275837908,37.4599,0.0331908,0.00177036,34.9855,0.023336,0.0616627,28.7728,0.0187429,0.211233,0.28401266,pastis,full,wavelet,horizVert,green,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/horizVert/green/plots/compare_cdf_pdf_layer_2.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E575B5A550>,105.0,0.009523809523809525,1,GenGamma,actually_pass,pass,None,True
616,3,676.3578,638.5328,716.2749,3.0878806,2.3149266,4.01014,12720.0,0.2,3.8,0.0050157048537351,0.0120285145061138,0.19,4.1,0.0050035549329717,21.885,0.024858,2.92383e-07,19.2421,0.0118313,0.0563657,15.3612,0.012472,0.0379133,0.90609597,pastis,full,wavelet,horizVert,green,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/horizVert/green/plots/compare_cdf_pdf_layer_3.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E575A6B310>,29.473684210526315,0.033928571428571426,1,GenGamma,actually_pass,pass,None,True
617,4,188.36877,176.9073,200.27727,3.757729,2.92843,4.819949,50880.0,0.4,0.5,0.0052038884194933,0.0060175634983601,0.45,0.3,0.0050331869805217,10.7368,0.0320318,8.65288e-46,9.41771,0.00659689,0.0237597,7.73347,0.0090623,0.000466581,0.15129432,pastis,full,wavelet,horizVert,green,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/horizVert/green/plots/compare_cdf_pdf_layer_4.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E575B33A90>,4.0,0.25,1,GenGamma,actually_pass,pass,None,True
618,5,43.7695,40.805225,46.891907,5.3737774,4.1929464,6.8561296,203520.0,0.4,0.0,0.0024912409964499,0.0030096044936828,0.4,-0.05,0.0019413088238501,4.81882,0.0358634,7.252520000000001e-228,4.22891,0.00816388,3.28567e-12,3.43956,0.0106213,2.2652000000000004e-20,0.42648062,pastis,full,wavelet,horizVert,green,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/horizVert/green/plots/compare_cdf_pdf_layer_5.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E575B32BD0>,3.6249999999999996,0.2758620689655173,1,GenGamma,actually_pass,pass,None,True
619,6,8.850155,8.162472,9.579076,7.45821,5.558343,10.405201,814080.0,0.3,-0.1,0.0037182066153217,0.0015050074551751,0.33,-0.2,0.0030240070288261,1.94947,0.0436689,0.0,1.71021,0.0159248,9.249079999999997e-180,1.37768,0.0179135,2.3749299999999997e-227,6.8229952e-07,pastis,full,wavelet,horizVert,green,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/horizVert/green/plots/compare_cdf_pdf_layer_6.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E577B9B3D0>,3.9393939393939394,0.25384615384615383,1,GenGamma,practically_pass,pass,None,True
620,7,1.6822643,1.5404371,1.8354636,9.652344,7.1573634,14.103736,3256320.0,0.2,0.2,0.0056482613536508,0.0007525549699048,0.24,-0.1,0.0049267877583265,0.759319,0.0513659,0.0,0.666694,0.0238463,0.0,0.532163,0.0242928,0.0,4.416625e-69,pastis,full,wavelet,horizVert,green,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/horizVert/green/plots/compare_cdf_pdf_layer_7.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E575B31510>,5.833333333333333,0.17142857142857143,1,GenGamma,practically_pass,pass,None,True
621,8,0.27282932,0.24741969,0.30279067,13.286758,8.514162,31.882772,13025280.0,0.1,1.8,0.0064011402649208,0.0003762902880576,0.11,1.5,0.0059776237126426,0.292005,0.0519887,0.0,0.257444,0.024992,0.0,0.204989,0.0231232,0.0,0.0,pastis,full,wavelet,horizVert,green,https://github.com/yashdave003/hierarchical-bayesian-model-validation/blob/main/results/case-studies/pastis/full/wavelet/horizVert/green/plots/compare_cdf_pdf_layer_8.jpg,remote sensing,<scipy.spatial._qhull.ConvexHull object at 0x000001E575A6A6D0>,27.272727272727273,0.03666666666666667,1,GenGamma,practically_pass,pass,None,True
